taskSize,taskType,priority,resourceLoad,actualTime
3,1,1,22.34,17.72
1,2,1,41.34,1.561
1,2,2,7.79,0.919
1,1,3,17.52,0.5
2,1,1,4.56,3.222
1,1,4,44.39,0.704
1,1,1,10.57,0.66
3,1,1,23.47,18.78
1,1,1,32.33,0.849
1,1,1,37.18,0.689
2,1,3,31.91,3.244
3,1,2,30.7,8.065
2,3,3,31.87,6.537
3,1,1,51.07,49.568
1,2,1,18.92,1.288
2,2,2,6.73,4.543
2,1,2,13.49,3.293
1,1,1,45.24,0.609
1,1,1,24.66,1.014
3,2,5,21.0,18.333
1,1,2,23.95,0.52
1,1,1,8.88,0.503
2,3,3,11.47,1.906
3,2,1,12.93,31.765
3,1,3,23.9,8.649
2,3,4,21.21,2.653
1,1,1,16.31,0.665
3,1,5,7.95,7.516
1,1,1,7.34,0.484
2,3,1,14.14,4.366
1,1,2,8.35,0.582
2,2,3,25.05,4.754
1,2,1,36.61,2.399
2,2,1,16.54,9.557
1,1,1,27.19,0.692
1,1,1,24.19,0.881
1,2,1,25.41,1.136
1,1,1,36.13,0.521
2,2,5,26.8,3.883
1,1,3,6.17,0.371
1,2,5,26.9,0.939
1,2,1,42.37,1.555
1,2,1,8.09,1.099
2,1,2,18.75,2.349
1,1,2,23.92,0.621
1,1,2,16.16,0.54
1,1,1,33.37,0.493
1,2,3,26.1,0.935
2,1,2,41.21,3.801
1,1,1,34.95,0.906
1,1,2,52.76,0.776
2,1,1,17.11,3.279
1,2,1,21.19,1.106
1,2,5,23.71,0.603
1,1,2,37.26,0.645
3,1,1,35.46,20.57
1,2,1,25.62,1.173
1,2,1,19.9,1.136
3,3,4,7.96,16.559
2,3,3,15.24,3.367
2,3,2,17.36,4.791
2,3,5,29.49,1.691
1,3,1,29.08,1.497
2,2,4,37.68,5.275
2,2,2,23.47,5.397
1,2,3,29.6,1.263
1,1,4,45.01,0.986
1,1,2,41.37,0.589
3,3,1,49.91,16.304
1,2,1,29.21,1.414
1,1,1,43.63,0.55
2,1,1,16.22,2.626
2,1,1,47.43,9.164
1,1,2,28.23,0.48
2,2,1,19.43,4.413
1,2,4,36.3,1.162
2,1,1,49.14,6.243
1,1,1,36.65,1.208
1,1,1,60.99,0.725
2,1,5,8.38,1.638
1,1,2,43.14,0.963
1,2,1,65.74,2.041
1,1,1,37.89,1.23
2,3,1,6.63,3.831
2,2,5,7.58,2.956
2,1,2,66.2,5.236
3,1,1,45.95,32.125
3,1,1,26.08,19.06
1,1,1,41.28,0.77
1,3,2,37.0,0.737
2,2,2,27.74,5.994
3,2,3,8.0,23.585
3,2,1,13.94,30.327
2,3,1,21.82,4.517
1,3,2,51.3,1.289
3,1,3,11.71,10.516
3,1,2,16.95,14.898
2,1,3,39.92,3.114
2,1,3,23.38,2.059
1,2,4,35.56,0.948
3,1,1,34.51,19.014
1,2,4,6.38,0.581
2,1,3,34.34,3.925
1,2,2,86.43,2.643
1,1,2,8.87,0.584
1,1,1,17.07,0.561
1,3,2,46.43,1.021
1,1,3,32.07,1.072
3,2,5,48.97,26.516
1,3,2,10.05,0.714
2,1,5,57.42,2.037
1,1,1,34.73,0.71
1,1,5,38.92,0.389
2,1,2,15.18,3.242
2,3,2,19.01,3.319
1,3,2,37.43,1.169
2,1,5,11.98,1.688
2,2,1,19.43,4.3
1,3,2,18.11,1.01
3,1,4,12.95,9.491
2,1,1,35.69,3.174
2,3,2,17.0,3.818
1,2,2,31.48,1.345
1,1,3,33.56,0.515
1,1,4,22.8,0.538
2,1,1,0.51,2.699
2,2,2,64.47,15.708
1,2,2,18.72,0.728
2,1,2,28.3,2.798
1,2,1,30.49,1.807
1,1,1,7.54,0.577
3,2,2,12.51,23.017
1,2,1,44.29,1.006
1,1,3,36.58,0.819
1,1,1,5.68,0.641
1,1,4,72.49,1.307
2,2,4,25.09,4.584
3,2,2,20.13,16.874
1,1,4,5.41,0.287
1,3,5,7.56,0.399
1,3,3,25.78,1.144
1,1,2,7.29,0.538
1,1,2,42.79,1.318
1,2,3,26.8,0.689
2,1,3,22.78,3.145
1,3,2,32.17,1.055
1,2,2,11.2,0.774
1,1,1,43.07,0.498
2,1,3,34.73,4.594
1,1,4,10.04,0.349
1,1,1,9.75,0.858
2,1,1,28.94,3.023
1,3,5,9.04,0.578
3,2,1,12.6,27.458
1,3,3,59.52,1.603
2,1,2,23.06,3.717
3,1,2,26.17,22.473
1,3,1,35.64,1.554
2,1,1,24.3,4.241
1,1,2,17.75,0.555
2,3,1,40.49,3.25
3,2,3,55.3,34.276
2,3,5,6.75,2.155
3,1,3,48.88,29.434
1,2,2,45.11,2.224
1,1,2,18.63,0.619
1,1,1,42.79,1.055
2,1,2,29.28,5.336
2,3,2,19.33,3.282
2,1,4,25.24,2.497
1,2,2,38.35,1.056
1,3,1,15.32,1.036
2,2,2,9.46,4.668
3,1,2,50.01,11.881
1,2,4,32.29,1.266
1,1,1,34.02,0.766
1,1,2,25.62,0.916
1,1,1,56.77,1.726
3,2,4,48.85,30.572
1,2,2,49.32,0.978
1,3,3,77.13,1.978
1,1,1,23.36,0.637
1,1,4,16.02,0.761
3,1,3,26.23,15.486
1,3,1,31.28,1.495
1,3,2,37.2,1.018
1,3,1,16.73,1.235
3,1,3,31.25,16.869
3,1,3,22.4,11.896
1,2,2,41.36,1.981
2,1,1,9.74,2.321
1,1,4,7.0,0.593
1,1,4,32.17,0.781
1,1,2,26.36,0.744
2,1,3,7.07,2.255
3,3,1,4.72,16.108
1,2,1,29.92,1.706
1,2,4,18.27,0.933
1,1,3,11.04,0.326
1,2,1,37.65,1.314
1,1,2,16.88,0.405
1,1,1,57.1,1.109
3,1,1,47.18,19.142
1,1,5,40.16,0.463
2,3,1,41.97,4.091
1,3,1,36.21,1.553
1,1,3,41.22,0.399
1,2,1,17.07,1.522
3,1,1,55.13,38.176
1,1,2,33.87,0.479
1,2,1,20.37,1.105
2,2,2,12.26,5.333
2,2,2,33.82,3.731
2,1,5,44.95,2.299
1,2,4,34.49,0.608
1,1,1,39.87,0.797
2,1,2,14.89,2.543
2,1,2,49.88,4.673
2,1,1,11.91,3.012
1,1,1,44.41,1.004
1,1,2,47.04,0.666
3,2,2,24.54,11.167
2,1,4,27.95,2.204
1,1,1,17.54,0.472
3,3,1,41.82,36.165
1,3,4,12.95,0.421
1,1,4,31.21,0.66
1,1,2,22.23,0.711
2,1,3,32.3,3.065
1,3,3,48.94,1.439
1,1,1,43.7,0.414
2,1,2,15.18,2.861
1,2,3,12.96,0.905
3,2,1,21.33,26.68
1,1,4,61.66,0.807
1,1,5,27.25,0.367
2,1,2,3.62,2.149
2,1,1,41.5,5.017
1,1,4,39.23,0.468
2,3,2,22.5,4.298
3,2,1,16.58,29.314
2,2,3,1.01,5.459
2,2,2,23.21,8.835
1,2,1,13.12,0.793
1,1,1,9.05,0.838
1,2,4,37.17,1.167
1,1,5,42.08,0.525
2,1,2,13.67,3.678
1,1,1,35.06,1.311
1,2,1,12.3,1.036
1,2,2,50.04,4.669
1,1,1,24.78,0.508
1,1,2,42.34,0.705
2,3,1,28.41,5.663
1,1,3,12.19,0.452
1,1,3,28.36,0.55
1,2,3,16.61,1.065
2,2,1,23.86,6.732
1,1,2,35.96,1.174
1,1,1,8.0,0.887
1,3,1,20.73,0.788
1,1,3,28.85,0.62
2,3,3,17.76,4.272
2,2,3,45.66,3.339
3,3,1,48.18,32.31
2,1,2,5.9,2.657
1,1,1,44.58,0.897
1,1,2,10.8,0.895
1,1,1,33.34,0.99
1,1,3,52.22,0.928
1,1,4,47.16,0.495
1,1,1,9.2,0.853
1,2,4,11.35,0.603
1,1,3,47.63,0.707
2,1,2,11.58,3.211
2,1,2,25.85,3.413
3,2,1,25.98,28.106
1,1,1,29.94,0.616
1,2,1,25.87,2.077
3,1,3,38.5,10.622
2,2,1,34.18,9.263
1,2,2,50.88,1.482
1,2,4,18.71,0.637
1,2,2,20.65,1.018
2,3,1,17.07,4.145
2,1,3,29.97,2.098
1,1,1,9.32,0.903
1,3,3,18.04,0.728
1,3,1,67.01,1.223
1,2,1,4.17,1.001
2,1,4,40.15,1.603
1,1,1,26.05,0.78
1,3,1,16.29,0.797
1,2,1,23.1,0.852
3,1,1,13.87,12.663
1,1,3,47.86,0.602
1,2,1,21.4,0.998
2,2,1,38.84,15.984
2,3,4,36.81,4.594
2,1,1,2.78,2.493
2,1,1,15.32,3.862
1,1,1,55.94,1.039
3,1,4,4.27,10.606
3,1,2,14.8,12.937
1,1,2,37.2,0.87
2,1,2,28.53,4.678
1,1,2,24.81,0.65
1,3,3,32.27,0.587
1,1,4,2.12,0.429
1,1,2,5.37,0.684
3,2,3,14.63,27.481
1,1,1,5.93,0.614
1,2,2,35.77,0.839
1,3,2,36.52,1.296
1,2,1,42.03,1.492
1,1,1,6.68,0.712
1,3,1,58.14,2.963
2,3,1,55.7,8.716
3,3,3,40.56,25.174
1,1,1,19.6,0.658
3,2,2,14.84,30.207
2,2,1,25.06,3.628
2,1,2,41.38,1.927
1,1,1,5.2,0.68
1,3,1,21.07,0.605
2,1,2,51.94,7.965
1,3,1,28.46,1.267
1,3,1,27.58,1.473
2,1,2,23.22,2.819
1,1,4,27.08,0.516
2,3,2,47.91,5.382
1,1,2,20.12,0.56
3,2,2,27.17,21.152
1,1,2,13.47,0.547
1,1,2,22.87,0.504
2,1,2,41.8,4.469
1,1,2,16.02,0.517
3,3,3,10.13,21.018
2,1,1,38.55,3.244
1,1,1,16.6,0.631
1,2,2,21.0,1.206
3,3,3,4.17,15.415
2,1,3,20.1,2.276
2,2,1,11.59,7.089
1,1,2,38.53,0.665
3,3,5,64.31,32.338
1,2,1,20.47,1.209
2,3,2,9.2,4.316
1,2,1,56.59,2.34
1,3,3,34.53,0.489
3,1,1,69.15,68.199
3,2,3,15.62,15.344
1,2,1,38.26,2.033
3,1,1,10.85,14.41
1,3,1,15.45,0.862
1,2,1,6.28,1.025
1,3,3,31.39,0.993
1,1,1,39.58,0.672
1,3,1,17.3,0.667
1,1,4,40.07,0.832
1,3,1,25.58,1.337
2,1,2,4.2,2.816
2,2,1,14.49,4.523
2,1,4,17.02,1.968
1,2,2,40.52,1.198
2,1,1,11.11,4.115
1,3,2,21.69,1.199
2,3,1,37.39,6.283
1,1,1,28.36,0.699
1,3,2,43.25,0.729
1,2,2,50.72,1.922
2,1,2,12.99,3.454
3,1,1,43.06,13.966
2,1,3,31.04,2.771
3,1,1,56.43,34.322
3,2,2,12.14,23.268
1,2,1,25.21,1.297
2,1,2,18.41,3.768
1,3,2,12.37,0.769
1,1,2,29.66,0.352
1,3,3,16.12,0.885
3,3,2,16.16,20.65
2,2,4,32.74,2.911
1,2,5,51.06,1.327
1,1,5,48.43,0.395
1,3,1,18.42,1.097
2,2,1,16.4,4.36
3,3,3,29.58,20.95
1,1,1,33.45,0.832
1,2,3,16.95,0.731
1,1,1,26.86,0.734
1,2,3,47.27,2.155
1,2,1,28.14,2.227
1,1,4,23.25,0.425
1,1,2,62.57,1.601
1,1,1,37.86,0.519
3,1,2,33.78,24.227
1,1,2,10.37,0.733
1,1,4,22.64,0.702
2,1,2,48.37,3.631
3,2,2,0.98,22.367
1,2,1,31.38,1.893
1,1,3,37.82,0.7
2,1,1,33.5,3.91
1,2,5,21.88,0.83
2,1,2,33.01,4.155
1,1,3,44.44,0.71
1,1,3,14.74,0.646
1,3,1,35.85,1.198
2,1,1,46.34,4.68
1,3,1,33.97,0.676
1,1,1,34.46,0.7
1,1,1,14.37,0.713
2,1,3,65.29,2.997
1,2,2,23.65,0.798
2,2,2,6.23,3.819
2,2,2,47.89,7.481
1,3,1,4.97,0.832
3,2,2,16.36,18.647
2,1,1,60.49,4.252
1,2,4,18.06,1.064
1,1,3,28.1,0.658
1,2,1,28.53,1.534
1,3,3,41.97,0.583
1,1,2,24.52,0.709
3,1,1,25.73,15.282
2,2,1,7.96,4.246
1,1,1,60.38,0.77
1,1,3,54.06,1.158
1,2,3,15.63,0.612
1,1,2,11.06,1.048
1,1,1,37.21,0.464
3,2,1,44.47,54.397
2,1,2,38.26,3.971
1,1,1,37.58,1.022
2,3,2,16.27,4.51
1,1,1,19.04,0.879
2,1,1,24.14,3.459
1,3,2,30.58,0.951
1,1,1,12.16,0.712
2,3,2,14.1,4.355
1,2,3,37.2,1.183
1,2,2,21.33,1.449
1,1,5,37.61,0.306
2,1,2,41.71,4.705
2,3,3,28.51,3.234
1,1,2,15.61,0.6
1,2,3,30.33,1.931
2,3,1,24.89,6.501
1,2,2,14.53,0.716
1,1,1,47.71,0.838
2,2,2,37.35,5.257
1,2,1,33.22,1.678
2,1,5,26.93,2.683
1,3,2,25.89,0.631
2,1,1,43.63,4.166
1,3,2,6.0,0.77
1,1,3,31.68,0.494
1,1,3,33.83,0.621
3,2,2,44.46,44.255
2,1,1,9.46,3.666
2,1,4,1.96,1.909
1,1,4,59.4,1.326
1,3,4,27.39,0.341
2,1,2,37.5,1.926
2,2,1,17.31,5.42
1,2,5,38.23,0.883
2,2,1,17.26,4.688
1,1,1,31.49,1.49
1,1,2,44.73,0.846
3,3,2,26.06,18.969
1,2,3,17.11,1.19
1,3,2,46.14,0.658
1,2,1,25.38,1.874
3,3,2,34.37,15.39
1,3,4,0.66,0.427
2,1,4,41.17,2.927
1,3,1,23.77,0.794
1,1,1,12.34,0.788
1,1,1,15.26,0.607
1,1,3,15.63,0.636
1,1,2,11.06,0.672
1,1,2,19.41,0.661
2,2,1,11.0,5.947
1,2,3,5.64,0.828
2,3,3,25.88,3.397
2,1,2,10.44,2.934
1,1,1,37.28,1.038
1,2,2,11.6,1.089
1,2,4,27.52,0.722
1,3,2,23.76,0.982
1,1,3,55.49,0.72
1,1,1,29.5,1.106
1,3,1,21.22,1.027
1,1,1,57.98,1.857
3,2,1,21.19,29.695
1,1,1,33.7,0.938
1,1,2,1.67,0.571
1,3,1,9.99,0.747
2,1,3,5.83,2.916
1,1,1,34.98,0.671
1,2,1,28.48,1.127
2,1,1,56.12,3.098
1,1,1,11.06,0.893
1,2,2,28.54,1.058
1,1,2,7.3,0.528
2,2,2,2.52,4.607
3,1,4,14.74,9.531
2,1,1,28.05,3.025
1,1,2,19.6,0.457
1,3,1,36.62,1.255
1,1,1,58.02,0.925
2,3,1,37.18,7.073
3,1,3,29.06,14.019
2,1,3,7.34,1.597
1,2,1,9.44,1.352
2,1,1,30.46,3.762
2,2,4,10.78,3.945
2,3,3,31.25,4.575
2,3,2,19.72,3.202
1,2,2,45.39,2.185
2,2,1,19.33,5.588
1,1,3,58.1,1.572
1,2,1,9.16,0.904
2,1,2,15.63,2.31
3,1,1,20.36,17.272
2,2,2,15.27,5.805
1,1,2,27.72,0.631
1,2,1,55.47,2.078
1,1,2,9.67,0.715
2,1,1,24.0,3.279
2,2,3,30.85,3.868
3,2,4,33.51,32.537
1,3,1,36.18,1.464
1,1,1,49.35,1.366
2,1,4,5.49,1.64
1,1,3,4.58,0.417
3,1,3,69.18,31.923
1,1,1,33.78,1.297
1,2,1,16.06,1.723
1,1,5,5.48,0.339
2,3,2,48.5,4.277
2,2,1,37.24,5.361
2,2,3,23.4,4.505
2,1,2,41.46,8.843
1,1,1,37.4,0.603
2,1,5,59.38,3.184
3,2,2,9.71,20.979
1,2,1,33.43,1.512
2,1,1,41.88,2.494
1,1,2,24.78,0.462
1,3,2,31.55,0.663
1,1,1,43.41,0.613
2,1,2,76.17,5.161
1,1,2,29.43,0.656
1,1,2,33.1,1.011
2,1,5,30.36,1.887
1,2,1,69.62,1.919
2,2,4,47.26,6.506
3,2,1,26.09,40.389
1,1,1,13.38,0.501
1,1,1,36.69,0.634
3,2,4,19.52,16.057
1,1,1,17.75,0.627
1,1,1,29.01,0.696
3,1,1,45.13,22.913
2,2,2,2.55,4.8
2,1,1,17.69,3.862
1,3,1,27.43,0.866
3,1,2,12.32,9.693
2,3,4,33.16,3.83
2,1,4,11.92,1.763
2,2,5,36.32,3.401
2,1,1,39.21,5.254
1,3,1,58.43,1.715
1,1,1,20.17,0.597
1,3,4,13.78,0.739
1,2,3,18.99,1.231
1,2,2,56.13,1.124
1,1,2,36.92,0.307
2,1,2,35.87,3.493
1,3,2,4.08,0.718
1,3,1,39.7,1.412
1,1,2,43.75,1.226
1,1,1,26.87,1.095
2,1,1,61.52,12.511
1,1,1,29.25,0.551
1,1,5,26.72,0.574
2,3,5,22.03,1.588
1,1,3,31.14,0.281
1,3,3,27.31,0.514
2,3,1,23.13,4.65
1,1,1,55.59,1.26
2,1,1,49.79,4.322
2,2,1,55.0,9.456
3,1,3,29.98,14.388
1,2,1,6.58,1.167
2,2,4,56.65,4.519
2,1,2,8.94,2.978
1,3,1,42.25,1.79
3,1,3,12.06,11.661
1,1,3,53.5,0.519
2,3,2,29.34,6.857
2,1,1,23.32,3.575
1,1,2,11.04,0.549
1,1,2,30.51,1.032
3,1,3,29.53,10.948
1,1,1,13.49,0.712
1,2,4,36.95,0.574
1,1,1,31.59,0.618
2,2,5,40.69,2.664
1,1,1,26.62,0.689
1,1,3,31.46,0.674
2,3,1,34.55,4.852
1,2,3,9.91,1.027
1,2,4,32.64,0.903
1,1,1,38.41,0.613
3,1,1,46.59,30.404
2,3,5,22.33,2.875
1,3,5,38.8,0.712
1,2,3,57.03,1.262
1,1,1,8.39,0.459
3,1,1,25.86,17.347
1,1,2,25.75,0.81
1,1,3,13.99,0.46
3,1,1,27.67,14.616
1,1,1,39.23,0.923
1,1,4,17.78,0.291
1,2,2,39.0,0.75
2,2,2,39.76,8.377
1,2,4,50.86,1.245
3,1,2,25.62,16.933
1,2,1,63.21,2.385
1,3,4,9.12,0.403
2,1,5,28.93,1.628
2,3,1,18.19,4.049
2,1,1,45.85,5.428
2,2,1,2.9,5.284
1,1,1,47.88,1.111
2,2,1,19.63,5.023
1,3,1,17.25,1.257
1,1,2,60.13,1.108
3,2,1,52.39,50.921
2,3,4,14.03,3.168
1,2,2,36.44,0.618
1,1,1,14.39,0.724
3,1,3,26.09,12.873
1,3,2,28.24,0.771
1,2,3,23.28,1.064
1,3,4,17.26,0.51
1,1,3,59.56,1.43
1,2,3,28.71,1.659
3,3,3,29.29,18.535
1,3,1,26.27,1.145
1,2,2,14.08,0.971
2,1,2,28.07,2.384
1,2,5,10.97,0.697
2,2,2,43.18,5.044
2,1,1,18.52,2.857
2,1,2,57.51,4.992
2,3,2,27.17,4.032
2,1,2,21.64,3.021
2,1,2,12.62,3.763
2,2,4,32.65,5.967
1,3,1,49.8,1.764
2,2,5,23.65,3.57
2,1,3,75.98,3.815
1,1,1,13.65,0.615
2,1,1,5.44,2.837
1,1,4,8.69,0.44
1,3,3,55.85,1.614
2,1,1,67.7,7.858
1,1,2,26.02,0.61
1,3,1,52.55,1.708
1,1,2,30.74,0.652
2,1,1,62.24,5.855
1,1,1,60.19,1.531
2,1,1,31.21,4.29
2,1,2,14.01,2.516
2,3,1,69.17,5.447
3,3,3,32.61,19.358
2,2,3,44.72,5.67
1,2,2,4.34,0.944
3,1,4,15.85,9.26
1,3,3,12.81,0.644
1,1,1,2.81,0.655
1,1,1,16.87,0.588
2,1,2,9.2,2.408
1,2,3,23.92,0.623
1,1,5,59.71,0.646
1,1,1,10.11,0.775
1,1,1,18.07,0.699
1,1,3,12.16,0.365
2,1,4,14.8,1.776
1,2,2,5.22,0.828
1,1,2,28.8,0.509
1,2,4,33.63,0.742
1,1,2,49.83,0.708
2,1,3,11.39,4.266
1,2,4,34.07,0.784
1,2,1,7.39,0.763
2,1,1,28.36,4.81
1,2,4,15.4,0.807
1,3,2,8.92,0.908
2,1,1,8.58,3.209
2,2,2,6.73,6.926
2,1,2,58.21,5.387
1,3,1,34.69,1.347
1,1,3,3.37,0.606
1,3,1,25.31,0.839
1,2,1,21.74,1.31
1,2,1,21.5,1.672
3,1,2,46.26,23.156
2,2,4,30.89,5.866
1,1,2,10.32,1.003
1,1,3,20.48,0.467
2,1,1,13.27,3.07
1,2,1,61.38,1.273
1,2,2,13.85,0.825
1,3,3,29.39,0.609
2,1,2,78.84,8.744
2,3,3,17.37,3.18
1,3,1,26.39,0.803
1,3,4,25.3,0.576
2,2,3,15.83,4.033
1,1,4,38.62,0.497
2,3,1,21.77,3.093
1,2,1,67.84,4.146
2,2,2,28.32,5.454
3,1,2,14.3,12.257
2,1,3,29.48,2.661
1,1,1,7.16,0.538
2,2,2,49.91,11.344
1,1,1,18.76,0.478
1,3,2,24.7,0.836
1,1,1,42.07,1.428
3,1,4,31.86,9.602
1,1,1,27.2,0.41
2,1,2,26.69,3.077
1,1,1,12.3,0.631
1,2,1,64.34,2.219
1,3,2,33.78,0.747
2,1,1,11.83,3.488
1,1,2,20.35,0.748
1,2,1,57.06,1.66
1,1,3,46.12,0.765
1,2,4,10.34,0.656
1,2,3,13.36,1.497
1,3,1,13.63,1.102
1,1,2,29.75,1.111
3,3,1,13.44,25.401
1,3,2,37.14,0.64
1,1,3,14.18,0.429
1,1,1,15.84,0.787
1,1,1,30.54,0.687
2,1,3,30.2,3.462
1,3,2,18.56,0.744
1,1,1,26.42,0.892
2,1,4,9.6,3.326
1,1,1,11.51,0.486
3,2,3,29.18,15.81
3,3,1,33.93,22.519
1,2,5,21.98,0.663
1,2,3,30.76,0.899
1,1,1,69.58,1.658
1,2,5,37.69,0.719
1,1,1,11.96,0.548
1,1,4,11.42,0.458
1,2,2,29.51,1.466
1,3,1,40.79,1.188
1,2,2,20.05,1.755
3,2,1,43.98,35.017
3,1,2,37.64,13.362
1,1,2,69.31,1.397
2,2,2,13.93,3.493
1,2,3,10.76,1.425
2,2,4,29.37,6.882
1,2,2,59.25,2.976
2,1,2,24.35,1.712
1,1,1,23.66,0.631
1,1,5,15.68,0.357
3,2,4,48.36,28.081
1,3,4,18.16,0.68
1,2,3,38.06,1.561
2,2,1,50.86,15.472
2,2,1,33.94,8.704
2,1,2,20.29,2.931
2,1,1,49.32,4.85
2,1,2,44.88,5.072
1,3,1,22.76,0.668
2,1,3,6.88,2.419
2,2,2,29.06,9.174
2,1,1,17.38,3.966
1,2,3,32.08,1.425
1,1,1,26.37,0.779
2,3,1,42.63,7.771
1,1,2,15.11,0.668
1,3,1,15.24,1.356
2,2,1,26.78,5.811
1,1,1,22.56,0.578
1,2,1,30.81,0.838
1,2,1,23.82,1.259
1,1,2,49.28,1.17
2,2,3,6.27,5.918
1,2,1,36.49,1.471
1,2,1,34.23,2.089
1,2,1,36.17,1.58
1,2,1,25.41,0.946
1,1,1,34.39,1.017
1,1,2,42.22,0.648
1,1,3,14.04,0.461
1,2,3,35.59,1.613
1,1,4,22.54,0.639
1,1,4,36.58,0.598
1,2,1,44.37,1.297
1,1,1,34.09,0.574
1,1,2,30.72,0.762
1,3,2,24.93,0.878
1,2,2,15.85,0.986
2,2,2,53.15,9.991
1,1,5,62.34,0.708
2,2,2,8.22,4.636
2,3,4,12.49,2.197
1,1,5,37.65,0.435
1,1,2,15.87,0.544
1,1,1,34.62,0.715
1,3,1,44.03,1.141
1,1,1,7.45,0.654
1,1,4,68.54,0.755
2,2,5,35.27,4.619
1,3,1,11.26,0.794
2,1,1,18.55,3.679
2,2,3,15.14,3.761
1,3,2,12.78,0.678
3,1,3,33.99,16.805
3,2,1,30.13,22.275
1,1,1,17.6,0.922
1,1,1,29.22,0.866
1,1,1,32.01,0.772
1,1,1,28.61,0.846
1,1,1,18.5,0.504
1,2,2,18.08,1.177
1,1,3,27.62,0.355
2,1,1,11.79,4.076
1,2,4,16.4,0.634
1,3,1,7.16,1.012
1,1,2,48.42,0.627
2,1,1,24.68,3.587
2,1,3,48.69,3.843
1,3,1,8.62,0.86
2,3,2,23.01,4.676
1,1,5,33.82,0.311
2,1,1,41.18,2.467
1,2,3,34.45,0.887
1,2,3,21.1,1.25
2,1,1,20.81,3.122
2,1,1,51.07,4.118
2,1,3,25.13,4.404
1,2,4,59.82,0.97
2,3,1,25.73,5.935
1,1,3,18.61,0.406
2,3,3,29.71,2.787
2,1,2,31.59,4.271
1,2,3,1.74,1.027
1,3,1,18.63,0.719
1,2,2,13.41,0.652
1,1,5,18.52,0.353
1,1,3,9.41,0.485
1,3,1,39.1,1.93
1,2,2,24.29,0.814
1,1,1,14.52,0.629
1,2,1,29.22,1.292
2,1,1,11.3,3.239
1,1,1,60.62,0.969
1,3,2,11.06,0.674
2,1,1,1.47,3.138
3,1,3,12.01,13.058
1,1,4,14.46,0.537
1,3,2,2.35,0.796
1,1,1,47.24,0.796
3,1,5,49.9,18.395
2,1,1,41.31,4.734
2,1,2,30.48,3.584
2,1,1,7.59,2.736
1,1,4,23.83,0.625
1,1,1,29.39,0.756
2,2,5,32.13,4.732
2,1,5,47.9,2.278
1,1,4,17.21,0.367
1,2,3,45.16,0.787
1,1,3,40.7,0.678
3,1,5,11.16,6.77
1,3,1,28.75,0.73
2,2,3,20.79,5.935
1,2,1,31.34,1.564
2,2,1,62.31,8.216
2,3,2,13.27,2.021
1,1,5,25.0,0.278
2,1,1,7.27,5.179
2,3,2,25.54,4.236
2,1,2,38.14,2.945
1,2,2,33.25,1.536
2,1,1,46.34,3.743
1,1,2,21.46,0.474
1,2,2,11.68,1.106
1,2,4,28.84,0.889
2,2,5,38.31,2.689
1,1,1,14.22,0.615
1,1,1,33.11,0.571
1,2,2,27.0,1.254
1,1,2,36.53,0.682
1,2,3,29.95,1.373
1,2,3,1.12,0.701
2,1,1,25.99,3.884
1,1,4,33.15,0.423
1,2,1,55.96,2.538
2,1,5,59.62,1.478
3,1,2,45.99,28.858
2,3,4,18.1,3.581
2,1,1,33.92,4.091
3,2,2,37.38,49.791
1,1,1,31.49,0.66
3,1,3,43.02,25.166
3,2,4,15.74,22.345
1,1,3,31.44,0.552
2,2,2,13.35,7.656
2,1,1,31.42,4.175
2,2,5,49.1,4.322
2,2,1,43.76,10.452
1,2,2,24.72,1.024
1,1,1,1.83,0.519
2,1,3,38.62,3.557
2,1,1,18.24,3.649
2,3,1,69.99,9.706
2,2,1,63.48,11.347
2,2,2,6.06,4.656
3,1,1,42.49,16.496
1,1,4,39.2,0.747
3,1,3,36.29,15.586
1,1,5,9.99,0.36
1,1,1,14.59,0.478
1,1,2,9.64,0.692
1,1,2,20.74,0.513
1,2,4,7.35,0.687
1,1,1,15.11,0.766
2,1,1,30.71,3.085
2,2,1,45.72,8.32
1,2,2,6.23,1.064
2,1,4,31.67,2.63
1,2,1,12.33,1.23
1,1,2,7.57,0.619
1,2,1,54.27,2.647
1,3,1,15.89,0.93
2,1,5,18.32,2.659
1,2,3,35.58,1.031
2,1,5,16.41,1.815
1,1,2,5.46,0.936
2,1,3,32.69,2.418
3,1,2,26.88,13.2
1,1,2,10.64,0.54
1,1,1,35.93,1.291
1,1,1,21.2,0.791
1,1,1,23.34,0.876
1,1,3,10.62,0.477
1,1,3,42.92,0.527
2,1,2,50.28,3.235
3,1,1,18.71,15.149
1,2,3,37.33,1.533
1,3,1,37.72,1.022
1,1,4,52.89,0.782
1,1,1,21.98,0.419
2,3,3,52.04,4.57
1,2,1,12.74,1.026
1,3,1,40.35,1.192
1,2,2,31.82,1.947
1,2,2,18.83,1.389
1,1,1,16.18,0.6
1,1,2,10.52,0.432
2,2,1,15.61,6.664
1,2,4,14.62,0.813
2,2,2,20.91,5.787
1,3,2,10.85,0.67
2,1,2,13.46,3.478
1,1,3,30.15,0.54
1,3,1,17.97,0.645
2,3,3,9.96,4.427
2,3,4,6.77,2.96
1,2,2,62.19,3.046
1,3,1,28.08,1.186
2,1,1,8.6,3.89
3,1,4,16.05,18.205
2,1,1,18.25,4.113
1,1,1,13.11,0.489
1,3,4,48.66,0.6
1,1,4,61.24,0.723
1,2,2,24.5,0.772
1,1,1,45.97,0.632
2,2,2,68.84,18.346
